ageReported,householdReported,timePhase1,timePhase2,timePhase3,timePhase4,timeDem,timeRisk,languageEnglish,genderReported,gamble1,gamble2,incomeReported_10000,incomeReported_100000,incomeReported_15000,incomeReported_150000,incomeReported_25000,incomeReported_40000,incomeReported_60000,incomeReported_75000,maritalReported_divorced,maritalReported_engaged,maritalReported_married,maritalReported_separated,maritalReported_single,maritalReported_widow,pbdmBid,pbdmOffer,nCorrect,nInTime,timeExperiment,offerType,treated,ub,lb,prob_zero,prob_walls,budget_pbdm,tutorial_max_credits_1,tutorial_offer_1,tutorial_game_credits_1,tutorial_regret_1,tutorial_max_credits_2,tutorial_offer_2,tutorial_game_credits_2,tutorial_regret_2,tutorial_max_credits_3,tutorial_offer_3,tutorial_game_credits_3,tutorial_regret_3,tutorial_max_credits_4,tutorial_offer_4,tutorial_game_credits_4,tutorial_regret_4,tutorial_max_credits_5,tutorial_offer_5,tutorial_game_credits_5,tutorial_regret_5,tutorial_max_credits_6,tutorial_offer_6,tutorial_game_credits_6,tutorial_regret_6,pbdmRegret,prop
33.0,4.0,8.6329998970032,244.64300012589,16.476999998093,219.66399979591,179576.19353976447,179576.19353976447,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,18,13,20,2.9350833333333335,BDM,False,200.0,0.0,0.0,0.05,17,3,1,20,2,3,6,11,8,19,17,15,12,15,11,11,5,-8.0,2,10,5,-4.0,4,8,5,1,0.035
28.0,1.0,10.398000001907,210.84700012207,23.703000068665,142.1819999218,182361.29184523915,182361.29184523915,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,76,8,19,1.6851333333333334,BDM,False,200.0,0.0,0.0,0.05,115,4,3,10,4,1,5,7,6,5,5,6,5,6,9,9,6,14.0,7,14,10,10,4,5,5,10,0.055
27.0,5.0,12.482000112534,274.76999998093,18.203999996185,191.03999996185,261101.80720467883,261101.80720467883,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,74,9,20,1.5073666666666667,PBDM,False,182.44439987067707,-53.28125388346271,0.122,0.05,92,10,2,14,10,8,9,11,10,4,2,5,4,15,17,20,15,12.0,1,13,10,10.0,5,10,8,80,0.37406199362739107
24.0,4.0,22.614000082016,259.42100000381,27.72000002861,305.49499988556,271888.2124035088,271888.2124035088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,197,15,20,3.9192,BDM,False,200.0,0.0,0.0,0.05,90,4,3,8,4,11,16,16,16,12,18,18,18,17,19,19,19,17,17,17,18,18,12,17,18,25,0.13
27.0,3.0,17.407999992371,196.14900016785,8.4089999198914,128.23699998856,882881.6549375007,882881.6549375007,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,117,18,19,1.3312333333333333,BDM,True,200.0,0.0,0.0,0.05,73,7,6,10,7,4,4,6,5,18,18,19,18,10,2,11,3,5.0,4,5,4,7.0,6,7,5,120,0.605
26.0,1.0,9.8849999904633,244.77500009537,17.130000114441,167.4359998703,66686.66288011758,66686.66288011758,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,81,12,18,1.7143333333333333,BDM,False,200.0,0.0,0.0,0.05,47,3,1,5,3,13,14,16,13,23,18,8,23,12,3,13,12,23,8,19,23,16,5,17,16,3,0.02
22.0,1.0,3.4509999752045,312.77699995041,20.707000017166,277.83600020409,338889.22436257434,338889.22436257434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0,19,20,2.86415,PBDM,True,168.20222662511068,-55.080091953369354,0.1375,0.05,67,4,3,15,4,2,5,9,2,6,10,20,11,9,12,18,9,11,3,18,11,8.0,5,9,5,60,0.45277846819634954
27.0,5.0,5.6510000228882,288.32500004768,8.7449998855591,235.53299999237,76781.66313095191,76781.66313095191,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8,16,20,1.6242166666666666,BDM,False,200.0,0.0,0.0,0.05,129,6,3,12,6,3,4,6,3,8,14,18,8,7,13,16,7,9.0,2,5,1,13.0,15,18,8,5,0.03
34.0,4.0,4.5869998931885,400.68000006676,33.40700006485,577.86500000954,334250.32729298266,334250.32729298266,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,75,7,20,5.3891333333333336,BDM,True,200.0,0.0,0.0,0.05,20,20,11,16,1,20,13,10,-4,18,18,17,2,5,2,5,2,7,1,8,-4,17,6,14,17,90,0.455
47.0,3.0,7.6459999084473,238.0759999752,26.669000148773,117.79299998283,859921.8976549709,859921.8976549709,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,16,20,1.2845166666666668,BDM,False,200.0,0.0,0.0,0.05,68,10,6,5,7,12,11,11,12,10,10,9,10,7,6,6,7,025,19,20,25,012,1,9,12,0,0.005
34.0,4.0,12.258999824524,285.13800001144,14.210000038147,199.17899990082,192055.8223652027,192055.8223652027,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,20,11,20,2.24275,BDM,True,200.0,0.0,0.0,0.05,103,3,2,16,3,1,7,9,7,5,15,19,15,15,20,20,18,4,7,11,7,9.0,1,10,6,25,0.13
66.0,1.0,10.99799990654,466.17000007629,14.468999862671,250.23300004005,34119.71899707502,34119.71899707502,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,88,16,20,2.1778166666666667,PBDM,False,174.43383245629963,-59.464137995055914,0.1375,0.05,124,3,1,17,3,3,12,19,13,3,11,13,12,3,8,11,9,5.0,1,6,2,5.0,2,5,3,89,0.1744143595746175
26.0,1.0,9.8619999885559,344.22499990463,20.795000076294,152.30399990082,716283.5740970749,716283.5740970749,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,16,19,20,1.32405,BDM,True,200.0,0.0,0.0,0.05,88,7,2,15,7,4,7,11,4,4,5,8,4,6,7,10,6,9.0,10,15,5,13.0,2,17,8,40,0.205
26.0,4.0,5.3349997997284,430.87400007248,13.317000150681,109.76399993896,835980.2590777774,835980.2590777774,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,192,13,20,0.8904666666666666,BDM,False,200.0,0.0,0.0,0.05,50,17,14,17,14,43,19,18,20,6,6,6,7,18,17,17,18,10,4,9,10,8,3,6,8,1,0.005
20.0,1.0,9.529000043869,180.47999978065,18.528000116348,216.52099990845,202864.84880379983,202864.84880379983,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,61,16,20,2.6249,BDM,False,200.0,0.0,0.0,0.05,82,5,3,20,6,6,7,9,3,4,9,12,10,3,6,7,6,7,1,19,10,9.0,2,9,1,-1,0.105
33.0,1.0,16.766999959946,336.02199983597,13.160000085831,217.16600012779,166142.9003847954,166142.9003847954,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,113,12,19,1.8338333333333334,BDM,False,200.0,0.0,0.0,0.05,100,6,3,5,5,11,3,12,11,7,8,9,7,17,14,17,17,12,12,13,12,10,4,10,10,40,0.205
49.0,3.0,13.272000074387,356.00699996948,26.71799993515,321.53399991989,41175.899739180386,41175.899739180386,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,96.0,169,11,18,2.26465,PBDM,False,176.94813310633242,-55.61936536335846,0.1325,0.05,96,5,1,17,3,1,2,6,1,5,8,19,5,2,4,8,2,8.0,4,11,4,12.0,16,19,10,96,0.6026465083886307
26.0,3.0,13.69000005722,315.12800002098,8.3989999294281,386.44800019264,178231.84019210702,178231.84019210702,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,96,17,20,4.550833333333333,BDM,False,200.0,0.0,0.0,0.05,148,12,10,13,12,18,5,19,18,12,2,13,12,16,8,17,16,7,1,8,7,6,3,7,6,85,0.43
30.0,4.0,13.967000007629,304.96499991417,10.641000032425,369.98699998856,265956.0751269001,265956.0751269001,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,126,17,20,1.4796,BDM,False,200.0,0.0,0.0,0.05,123,9,8,12,9,11,14,14,0,4,3,5,4,08,10,10,0,10.0,6,10,8,15.0,2,15,13,50,0.255
47.0,3.0,13.169999837875,480.47200012207,23.501999855042,451.47600007057,231672.8380476598,231672.8380476598,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,106,19,20,4.385283333333334,PBDM,True,171.0506310979043,-59.51105805575117,0.1415,0.05,101,7,1,12,7,10,12,15,13,17,7,18,17,13,13,13,13,20,7,20,20,13,7,13,13,200,0.975
23.0,2.0,5.9390001296997,388.95599985123,12.509999990463,219.06500005722,156600.01977426928,156600.01977426928,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,156,12,19,1.8957333333333333,PBDM,False,183.3581031400939,-62.102687362438495,0.16,0.05,45,3,1,7,10,10,12,14,13,40,19,11,18,15,11,15,15,11,8,11,11,8,8,8,8,157,0.22487353190108653
30.0,2.0,11.121999979019,204.53400015831,9.6199998855591,175.57899999619,611240.6178631581,611240.6178631581,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,82,17,20,1.5071833333333333,PBDM,False,194.11084517388832,-72.23660260863323,0.129,0.05,119,03,1,9,3,04,6,13,4,010,17,19,10,015,18,18,15,13,6,13,13,7.0,3,7,5,20,0.2370681821728396
43.0,2.0,13.542000055313,233.66700005531,22.142999887466,158.71200013161,156245.7411573111,156245.7411573111,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,118,15,20,1.3975166666666667,PBDM,False,180.71180978563712,-65.02269272869886,0.1485,0.05,136,4,1,17,3,5,19,20,18,2,6,9,3,5,6,8,6,16.0,1,16,14,11.0,6,11,10,120,0.3943676337185017
28.0,1.0,5.8010001182556,284.14099979401,14.094000101089,297.90599989891,576811.3824573092,576811.3824573092,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,8,16,20,3.114116666666667,PBDM,True,175.89959663405105,-60.88424760172992,0.149,0.05,145,8,4,17,8,5,13,17,5,4,6,9,4,4,4,7,4,7.0,1,8,5,8.0,3,8,5,50,0.40095048066613026
27.0,4.0,3.3429999351501,122.3710000515,16.658999919891,105.9470000267,62688.61763157836,62688.61763157836,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,57,10,20,1.1578166666666667,BDM,True,200.0,0.0,0.0,0.05,71,16,5,16,11,9,9,9,0,5,4,5,1,20,6,20,14,6,1,6,5,19,19,19,0,74,0.505
47.0,4.0,24.108000040054,323.3869998455,20.769999980927,209.50999999046,45094.865112571846,45094.865112571846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,49,18,19,1.93135,BDM,True,200.0,0.0,0.0,0.05,84,6,3,13,5,4,7,11,4,8,9,17,8,4,6,9,4,16.0,17,18,12,20.0,4,18,12,50,0.255
28.0,5.0,32.871999979019,422.75,20.25,214.3220000267,154038.94757017546,154038.94757017546,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,60,12,20,1.6175,PBDM,False,172.55851136048733,-54.04061247711491,0.114,0.05,112,8,4,17,5,4,6,8,6,8,10,10,8,17,6,18,17,4,2,5,4,10,7,11,10,10,0.18695542346768335
30.0,2.0,8.760999917984,173.77600002289,16.963000059128,118.8140001297,588488.2872251472,588488.2872251472,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,62,13,20,1.4130833333333332,BDM,True,200.0,0.0,0.0,0.05,129,1,7,11,8,8,14,15,14,14,7,6,6,6,6,5,5,9.0,4,9,4,6,2,7,2,0,0.605
27.0,4.0,31.12700009346,484.42899990082,23.515000104904,350.51900005341,229663.80864035222,229663.80864035222,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,87,14,19,1.7386833333333334,PBDM,False,182.6228426741593,-60.799328578312654,0.139,0.05,90,3,1,20,10,10,12,19,4,4,5,8,15,15,8,15,2,6.0,2,6,24,24,10,14,8,88,0.4974466288648517
37.0,1.0,10.884999990463,277.60199999809,16.921000003815,159.58600020409,28350.588776317516,28350.588776317516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185,16,19,1.7897166666666666,BDM,False,200.0,0.0,0.0,0.05,116,08,1,18,8,4,5,19,7,6,16,17,6,03,4,5,3,12,4,19,12,4,1,5,4,0,0.005
51.0,1.0,16.225000143051,483.07699990273,16.851999998093,222.97800016403,35789.624433627556,35789.624433627556,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,155,13,20,1.4481166666666667,BDM,False,200.0,0.0,0.0,0.05,84,4,1,6,2,5,2,5,2,8,5,8,8,16,14,16,16,11,4,11,11,20,16,20,20,66,0.335
65.0,1.0,14.423999786377,300.31700015068,21.292999982834,231.41199994087,31154.650619046373,31154.650619046373,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,85,10,17,1.9628333333333334,PBDM,False,177.85025198959048,-57.088091453983935,0.1335,0.05,82,1,7,12,7,07,11,18,18,011,8,12,10,014,17,19,20,24.0,12,16,24,28.0,5,19,15,60,0.2953076474212339
34.0,1.0,11.4359998703,264.66100001335,12.75200009346,130.86699986458,382173.0923845016,382173.0923845016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,87,15,19,1.4371166666666666,BDM,False,200.0,0.0,0.0,0.05,125,3,2,9,2,9,12,19,14,15,15,19,15,5,7,7,5,12,3,12,12,10,2,11,10,10,0.055
30.0,2.0,26.256999969482,285.55599999428,10.669000148773,378.1210000515,190175.22327719443,190175.22327719443,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,163,14,20,4.2885333333333335,BDM,False,200.0,0.0,0.0,0.05,132,15,10,16,15,10,1,11,10,9,9,10,10,19,15,19,19,8,1,8,8,14,9,14,14,60,0.305
44.0,3.0,6.7039999961853,279.11299991608,15.291000127792,312.46300005913,93847.74947280787,93847.74947280787,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,37,17,20,3.22,PBDM,True,189.57184863084044,-66.82102074114697,0.138,0.05,135,5,4,13,5,5,8,16,9,7,12,12,13,4,7,9,8,12.0,6,12,7,4.0,2,5,3,38,0.33320910265680603
30.0,4.0,6.816999912262,245.63199996948,13.074000120163,152.86899995804,3250130.7264198824,3250130.7264198824,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,164,13,20,1.1180333333333334,BDM,False,200.0,0.0,0.0,0.05,69,10,9,6,8,15,15,17,15,7,8,8,7,6,4,7,6,0,2,12,0,13.0,4,13,10,50,0.255
38.0,7.0,8.1610000133514,159.92899990082,7.8470001220703,125.28999996185,110031.42907222219,110031.42907222219,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,84,15,19,1.40515,BDM,False,200.0,0.0,0.0,0.05,103,4,3,8,4,5,8,11,5,3,3,7,3,9,14,14,9,11.0,2,12,7,15.0,5,13,6,75,0.38
30.0,3.0,14.217000007629,167.68000006676,13.375999927521,214.8180000782,46696.13816369119,46696.13816369119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,15,20,2.5267833333333334,PBDM,True,179.495962182576,-59.4479584639463,0.129,0.05,47,5,3,10,5,3,13,13,5,0,2,11,2,18,7,7,2,8.0,13,15,4,12.0,11,17,6,2,0.15676970600272724
33.0,4.0,7.9839999675751,87.751999855042,11.726000070572,239.45700001717,205645.22581403432,205645.22581403432,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0,111,17,20,3.58865,PBDM,True,189.93593440423336,-63.97956749076031,0.1445,0.05,117,10,6,15,10,5,7,7,5,13,17,18,13,3,3,5,3,7,11,12,7,18.0,11,19,15,120,0.6800270794496281
33.0,4.0,7.9839999675751,87.751999855042,11.726000070572,239.45700001717,205645.22581403432,205645.22581403432,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0,61,17,20,3.58865,BDM,True,200.0,0.0,0.0,0.05,117,10,6,15,10,5,7,7,5,13,17,18,13,3,3,5,3,7,11,12,7,18.0,11,19,15,120,0.605
29.0,4.0,4.925999879837,290.17800021172,242.35099983215,142.31299996376,40512.70780760136,40512.70780760136,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,13,20,1.3394333333333333,BDM,False,200.0,0.0,0.0,0.05,86,15,5,14,15,10,7,6,7,20,17,15,20,5,5,11,5,9.0,6,11,5,13.0,7,11,5,0,0.005
28.0,4.0,29.927999973297,164.08500003815,59.053999900818,117.38000011444,478160.27746842126,478160.27746842126,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,12,19,1.5200666666666667,BDM,False,200.0,0.0,0.0,0.05,61,20,8,20,10,9,7,9,9,11,7,11,9,8,8,8,8,0,19,19,19,9,6,9,9,0,0.005
43.0,1.0,30.87700009346,295.04799985886,18.164999961853,253.6970000267,601856.0987321632,601856.0987321632,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,11,16,20,2.9723333333333333,BDM,True,200.0,0.0,0.0,0.05,44,9,6,18,9,4,7,7,4,10,10,14,11,13,14,16,14,,6,18,8,,15,16,11,200,0.999
25.0,4.0,12.535000085831,249.44899988174,20.31500005722,101.38599991798,3390.54323099365,3390.54323099365,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,190,14,20,1.2627333333333333,BDM,False,200.0,0.0,0.0,0.05,62,5,3,10,3,11,11,11,15,18,3,18,25,25,10,8,50,50,7,8,100,100,9,10,10,25,0.13
29.0,1.0,7.103000164032,235.10799980164,11.405000209808,154.76599979401,123085.78848684185,123085.78848684185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,41,14,20,1.3302,PBDM,False,175.09448502100975,-58.70190720172284,0.145,0.05,92,3,2,7,3,2,5,6,5,33,10,8,33,31,17,11,31,21.0,7,10,17,25.0,8,20,11,17,0.24625063109209674
34.0,6.0,8.960000038147,180.46599984169,19.258000135422,208.02999997139,655753.0302947366,655753.0302947366,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190.0,145,18,20,2.073183333333333,BDM,True,200.0,0.0,0.0,0.05,81,05,1,18,5,03,8,12,3,010,18,18,10,015,16,19,15,13.0,12,13,9,08,4,8,8,190,0.955
35.0,3.0,4.7439999580383,238.09299993515,12.285000085831,141.29500007629,262929.94726432796,262929.94726432796,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,109,16,20,1.4420166666666667,PBDM,False,182.3505738887044,-58.37708880998632,0.127,0.05,105,8,5,10,8,8,8,5,8,5,5,11,5,6,12,20,6,13.0,10,10,9,17.0,14,19,6,4,0.16839053715087796
